8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.34,0.34,0.267,0.073,9.99E-16
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0.483,0.483,0.006,0.006
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.535,0.534,0.534,0.001,0.001
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.218,0.22,0.22,0.002,0.002
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.71,0.704,0.704,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.535,0.535,0.001,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.496,0.496,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.535,0.535,0.001,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.496,0.496,0.001,0.001
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,0.704,0.704,0.004,0.004
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.724,0.724,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,0.535,0.535,0.007,0.007
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0.534,0.531,0.458,0.076,0.003
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.395,0.392,0.351,0.044,0.003
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.508,0.507,0.434,0.074,0.001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.444,0.444,0.009,0.009
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.229,0.22,0.22,0.009,0.009
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.237,0.237,0.004,0.004
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.608,0.616,0.616,0.008,0.008
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.246,0.248,0.248,0.002,0.002
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.746,0.743,0.743,0.003,0.003
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.724,0.724,0.006,0.006
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.545,0.554,0.554,0.009,0.009
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.822,0.83,0.81,0.012,0.008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.496,0.496,0.005,0.005
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.454,0.463,0.463,0.009,0.009
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0.583,0.581,0.488,0.095,0.002
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.886,0.876,0.876,0.01,0.01
1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.527,0.537,0.517,0.01,0.01
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.494,0.498,0.498,0.004,0.004
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0.444,0.444,0.003,0.003
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0.444,0.444,0.005,0.005
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.816,0.824,0.792,0.024,0.008
1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.614,0.605,0.512,0.102,0.009
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0.535,0.535,0.003,0.003
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0.776,0.776,0.009,0.009
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.414,0.419,0.419,0.005,0.005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.444,0.444,0.001,0.001
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.758,0.756,0.756,0.002,0.002
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.174,0.174,0.002,0.002
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0.776,0.776,0.01,0.01
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.206,0.196,0.196,0.01,0.01
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.314,0.316,0.243,0.071,0.002
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.289,0.289,0.004,0.004
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.447,0.439,0.439,0.008,0.008
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.213,0.213,0.004,0.004
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.267,0.272,0.272,0.005,0.005
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.751,0.743,0.743,0.008,0.008
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.493,0.483,0.483,0.01,0.01
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.272,0.272,0.272,0,0
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.613,0.618,0.586,0.027,0.005
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.172,0.166,0.166,0.006,0.006
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.706,0.704,0.704,0.002,0.002
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.489,0.482,0.482,0.007,0.007
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.438,0.431,0.431,0.007,0.007
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.487,0.495,0.495,0.008,0.008
1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0.873,0.878,0.826,0.047,0.005
0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.444,0.443,0.443,0.001,0.001
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.743,0.743,0.007,0.007
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.172,0.166,0.166,0.006,0.006
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.171,0.166,0.166,0.005,0.005
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.802,0.795,0.795,0.007,0.007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.496,0.496,0.003,0.003
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.194,0.194,0.194,9.99E-16,9.99E-16
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811,0.815,0.815,0.004,0.004
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.174,0.166,0.166,0.008,0.008
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0.776,0.776,0.002,0.002
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0.724,0.724,0.003,0.003
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.71,0.704,0.704,0.006,0.006
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0.724,0.724,0.007,0.007
0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.543,0.551,0.478,0.065,0.008
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.25,0.25,0.009,0.009
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.768,0.758,0.738,0.03,0.01
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.766,0.756,0.756,0.01,0.01
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.467,0.463,0.463,0.004,0.004
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.216,0.218,0.218,0.002,0.002
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.317,0.316,0.243,0.074,0.001
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.498,0.498,0.498,0,0
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.528,0.534,0.534,0.006,0.006
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.213,0.213,0.006,0.006
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0.815,0.815,0.009,0.009
0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0.548,0.551,0.478,0.07,0.003
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.483,0.483,0.003,0.003
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.265,0.265,0.007,0.007
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.743,0.743,0.004,0.004
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.76,0.758,0.738,0.022,0.002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.444,0.444,0.01,0.01
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0.277,0.286,0.213,0.064,0.009
1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.514,0.513,0.493,0.021,0.001
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.533,0.534,0.534,0.001,0.001
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.803,0.795,0.795,0.008,0.008
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.881,0.876,0.876,0.005,0.005
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.504,0.507,0.434,0.07,0.003
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.493,0.498,0.498,0.005,0.005
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.621,0.616,0.616,0.005,0.005
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.535,0.535,0.009,0.009
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0.444,0.444,0.002,0.002
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.218,0.218,0.218,9.99E-16,9.99E-16
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.436,0.431,0.431,0.005,0.005
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0.724,0.724,0.009,0.009
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.209,0.218,0.218,0.009,0.009
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0.776,0.776,0.01,0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.496,0.496,0.008,0.008
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0.258,0.262,0.189,0.069,0.004
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.265,0.272,0.272,0.007,0.007
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.444,0.444,0.01,0.01
1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0.46,0.465,0.445,0.015,0.005
1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0.495,0.493,0.473,0.022,0.002
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.241,0.248,0.248,0.007,0.007
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.724,0.724,0.005,0.005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0.496,0.496,0.009,0.009
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0.763,0.763,0.008,0.008
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.494,0.498,0.498,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,0.535,0.535,0.001,0.001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.444,0.444,0.002,0.002
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.815,0.815,0.003,0.003
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0.763,0.763,0.009,0.009
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.61,0.616,0.616,0.006,0.006
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.695,0.704,0.704,0.009,0.009
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,0.724,0.724,0.01,0.01
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.708,0.704,0.704,0.004,0.004
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.215,0.218,0.218,0.003,0.003
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.494,0.498,0.498,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.535,0.535,0.003,0.003
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.241,0.248,0.248,0.007,0.007
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.751,0.743,0.743,0.008,0.008
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.511,0.515,0.515,0.004,0.004
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.215,0.218,0.218,0.003,0.003
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.724,0.724,0.009,0.009
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.81,0.81,0.79,0.02,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.547,0.55,0.55,0.003,0.003
1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.455,0.461,0.441,0.014,0.006
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.248,0.248,0.002,0.002
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.433,0.439,0.439,0.006,0.006
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.508,0.498,0.498,0.01,0.01
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.483,0.483,0.005,0.005
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0.54,0.531,0.458,0.082,0.009
1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.948,0.95,0.93,0.018,0.002
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.191,0.196,0.196,0.005,0.005
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.807,0.81,0.79,0.017,0.003
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0.535,0.535,0.003,0.003
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.461,0.459,0.459,0.002,0.002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.496,0.496,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.535,0.535,0.01,0.01
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.237,0.237,0.008,0.008
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0.776,0.776,0.01,0.01
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.188,0.196,0.196,0.008,0.008
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.506,0.502,0.502,0.004,0.004
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.562,0.564,0.532,0.03,0.002
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.743,0.743,0.004,0.004
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.507,0.51,0.51,0.003,0.003
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.491,0.482,0.482,0.009,0.009
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.706,0.704,0.704,0.002,0.002
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.483,0.483,0.003,0.003
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.496,0.498,0.498,0.002,0.002
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.49,0.498,0.498,0.008,0.008
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.533,0.534,0.534,0.001,0.001
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.526,0.517,0.497,0.029,0.009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0.496,0.496,0.005,0.005
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.501,0.498,0.498,0.003,0.003
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.524,0.517,0.497,0.027,0.007
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0.815,0.815,0.004,0.004
0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.445,0.439,0.439,0.006,0.006
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.483,0.483,0.003,0.003
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.803,0.795,0.795,0.008,0.008
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.336,0.34,0.267,0.069,0.004
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0.776,0.776,0.001,0.001
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.724,0.724,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535,0.535,0.535,0,0
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.517,0.517,0.497,0.02,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.237,0.237,0.007,0.007
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0.724,0.724,0.007,0.007
1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0.566,0.561,0.468,0.098,0.005
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.829,0.824,0.792,0.037,0.005
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.535,0.535,0.009,0.009
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.891,0.896,0.896,0.005,0.005
1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0.756,0.758,0.738,0.018,0.002
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0.724,0.724,0.005,0.005
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.904,0.896,0.896,0.008,0.008
1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0.665,0.657,0.596,0.069,0.008
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.444,0.444,0.006,0.006
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.558,0.55,0.55,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731,0.724,0.724,0.007,0.007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.496,0.496,0.001,0.001
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.215,0.22,0.22,0.005,0.005
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.213,0.213,0.004,0.004
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.264,0.272,0.272,0.008,0.008
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.283,0.289,0.289,0.006,0.006
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.466,0.463,0.463,0.003,0.003
0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.402,0.407,0.407,0.005,0.005
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0.226,0.226,0.008,0.008
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.444,0.444,0.009,0.009
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.495,0.498,0.498,0.003,0.003
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.482,0.478,0.478,0.004,0.004
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.555,0.55,0.55,0.005,0.005
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821,0.815,0.815,0.006,0.006
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.768,0.778,0.758,0.01,0.01
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.396,0.392,0.351,0.045,0.004
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0.763,0.763,0.006,0.006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0.496,0.496,0.009,0.009
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.724,0.724,0.004,0.004
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.506,0.498,0.498,0.008,0.008
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.824,0.83,0.81,0.014,0.006
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.511,0.502,0.502,0.009,0.009
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.591,0.585,0.492,0.099,0.006
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0.444,0.444,0.002,0.002
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.176,0.166,0.166,0.01,0.01
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.724,0.724,0.009,0.009
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.834,0.844,0.812,0.022,0.01
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.475,0.471,0.471,0.004,0.004
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.198,0.198,0.001,0.001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.444,0.444,0.002,0.002
1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.521,0.513,0.493,0.028,0.008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.496,0.496,0.003,0.003
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.836,0.844,0.812,0.024,0.008
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.526,0.53,0.53,0.004,0.004
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.224,0.218,0.218,0.006,0.006
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.748,0.756,0.756,0.008,0.008
