8,10,14,15,4*10,8*9,9*10,9*19,9*20,10*14,10*20,13*14,8*9*14,9*10*19,9*10*20,9*15*19,10*14*20,Actual Energy,energy-only two way,energy-three way,three way-actual,two way-actual
1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.816,0.81,0.79,0.026,0.006
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.82,0.83,0.81,0.01,0.01
1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0.623,0.613,0.552,0.071,0.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0.535,0.535,0.007,0.007
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.665,0.67,0.67,0.005,0.005
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.489,0.491,0.491,0.002,0.002
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.468,0.463,0.463,0.005,0.005
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.505,0.515,0.515,0.01,0.01
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76,0.756,0.756,0.004,0.004
1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.398,0.392,0.351,0.047,0.006
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0.815,0.815,0.001,0.001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.444,0.444,0.003,0.003
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.444,0.444,0.008,0.008
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.434,0.441,0.421,0.013,0.007
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.496,0.496,0.002,0.002
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.198,0.198,0.009,0.009
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.204,0.196,0.196,0.008,0.008
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.753,0.743,0.743,0.01,0.01
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.509,0.507,0.434,0.075,0.002
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.431,0.431,0.431,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.796,0.795,0.795,0.001,0.001
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.264,0.272,0.272,0.008,0.008
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.349,0.34,0.267,0.082,0.009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0.496,0.496,0.001,0.001
1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.532,0.534,0.534,0.002,0.002
0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.38,0.387,0.387,0.007,0.007
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,9.99E-16,9.99E-16
1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.609,0.605,0.512,0.097,0.004
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.886,0.876,0.876,0.01,0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.496,0.496,0.002,0.002
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.674,0.67,0.67,0.004,0.004
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.763,0.756,0.756,0.007,0.007
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.277,0.272,0.272,0.005,0.005
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.742,0.743,0.743,0.001,0.001
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.206,0.196,0.196,0.01,0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0.496,0.496,0.006,0.006
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.444,0.444,0.006,0.006
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.571,0.564,0.532,0.039,0.007
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.444,0.444,0.003,0.003
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.219,0.22,0.22,0.001,0.001
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.27,0.272,0.272,0.002,0.002
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.756,0.756,0.006,0.006
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.707,0.704,0.704,0.003,0.003
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.198,0.198,0.007,0.007
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.802,0.795,0.795,0.007,0.007
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.226,0.226,0.001,0.001
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0.279,0.286,0.213,0.066,0.007
1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.451,0.458,0.458,0.007,0.007
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.488,0.498,0.498,0.01,0.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76,0.756,0.756,0.004,0.004
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.187,0.194,0.194,0.007,0.007
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0.278,0.286,0.213,0.065,0.008
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.263,0.272,0.272,0.009,0.009
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.444,0.444,0.01,0.01
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.237,0.237,0.006,0.006
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.199,0.194,0.194,0.005,0.005
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0.776,0.776,0.009,0.009
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.211,0.218,0.218,0.007,0.007
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.514,0.517,0.497,0.017,0.003
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0.815,0.815,0.002,0.002
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.759,0.756,0.756,0.003,0.003
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.495,0.495,0.495,0,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.696,0.704,0.704,0.008,0.008
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.25,0.25,0.002,0.002
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.627,0.618,0.586,0.041,0.009
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.519,0.51,0.51,0.009,0.009
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0.776,0.776,0.002,0.002
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.217,0.22,0.22,0.003,0.003
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808,0.815,0.815,0.007,0.007
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0.724,0.724,0.003,0.003
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0.237,0.237,0.008,0.008
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0.276,0.286,0.213,0.063,0.01
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.615,0.616,0.616,0.001,0.001
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.306,0.316,0.243,0.063,0.01
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.267,0.272,0.272,0.005,0.005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.444,0.444,0.009,0.009
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.527,0.53,0.53,0.003,0.003
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.804,0.795,0.795,0.009,0.009
1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.336,0.34,0.267,0.069,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.535,0.535,0.002,0.002
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.265,0.265,0.005,0.005
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.825,0.824,0.792,0.033,0.001
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.504,0.498,0.498,0.006,0.006
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0.444,0.444,0.002,0.002
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.198,0.198,0.006,0.006
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.803,0.795,0.795,0.008,0.008
0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.417,0.411,0.411,0.006,0.006
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.461,0.471,0.471,0.01,0.01
1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.539,0.537,0.517,0.022,0.002
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.213,0.22,0.22,0.007,0.007
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.228,0.218,0.218,0.01,0.01
0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.389,0.387,0.387,0.002,0.002
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.505,0.498,0.498,0.007,0.007
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0.776,0.776,0,0
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.273,0.272,0.272,0.001,0.001
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.838,0.844,0.812,0.026,0.006
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.724,0.724,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.535,0.535,0.009,0.009
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.242,0.248,0.248,0.006,0.006
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0.174,0.174,0.001,0.001
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.498,0.498,0.002,0.002
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0.815,0.815,0.009,0.009
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.213,0.213,0.007,0.007
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.203,0.196,0.196,0.007,0.007
1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0.594,0.585,0.492,0.102,0.009
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.614,0.616,0.616,0.002,0.002
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.543,0.55,0.55,0.007,0.007
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.735,0.743,0.743,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,0.704,0.704,0.004,0.004
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.42,0.419,0.419,0.001,0.001
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.322,0.316,0.243,0.079,0.006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.496,0.496,0.006,0.006
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.498,0.495,0.495,0.003,0.003
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.217,0.218,0.218,0.001,0.001
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.785,0.795,0.795,0.01,0.01
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.613,0.616,0.616,0.003,0.003
1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0.458,0.465,0.445,0.013,0.007
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.694,0.704,0.704,0.01,0.01
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0.237,0.237,0,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.459,0.459,0.459,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.547,0.55,0.55,0.003,0.003
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.672,0.67,0.67,0.002,0.002
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.801,0.795,0.795,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.535,0.535,0.002,0.002
1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0.442,0.441,0.421,0.021,0.001
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.75,0.756,0.756,0.006,0.006
1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.368,0.368,0.327,0.041,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.801,0.795,0.795,0.006,0.006
1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0.643,0.633,0.572,0.071,0.01
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451,0.444,0.444,0.007,0.007
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.175,0.166,0.166,0.009,0.009
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,9.99E-16,9.99E-16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0.535,0.535,0.004,0.004
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.202,0.196,0.196,0.006,0.006
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.803,0.795,0.795,0.008,0.008
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.483,0.483,0.009,0.009
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0.724,0.724,0.002,0.002
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.174,0.174,0.004,0.004
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.216,0.22,0.22,0.004,0.004
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.76,0.756,0.756,0.004,0.004
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.496,0.502,0.502,0.006,0.006
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,0.535,0.535,0.002,0.002
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.483,0.483,0.009,0.009
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.25,0.25,0.009,0.009
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.436,0.431,0.431,0.005,0.005
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0.535,0.535,0.006,0.006
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.509,0.51,0.51,0.001,0.001
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.566,0.564,0.532,0.034,0.002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0.444,0.444,0.003,0.003
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0.444,0.444,0.001,0.001
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.746,0.743,0.743,0.003,0.003
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.176,0.166,0.166,0.01,0.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.535,0.535,0.003,0.003
0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.463,0.463,0.463,0,0
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.821,0.824,0.792,0.029,0.003
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.834,0.824,0.792,0.042,0.01
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.204,0.196,0.196,0.008,0.008
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.749,0.743,0.743,0.006,0.006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489,0.496,0.496,0.007,0.007
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.192,0.194,0.194,0.002,0.002
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.747,0.743,0.743,0.004,0.004
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.735,0.743,0.743,0.008,0.008
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.549,0.554,0.554,0.005,0.005
0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.435,0.431,0.431,0.004,0.004
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0.535,0.535,0.008,0.008
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,0.815,0.815,0.001,0.001
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.318,0.314,0.273,0.045,0.004
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.434,0.439,0.439,0.005,0.005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.444,0.444,0.006,0.006
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.843,0.844,0.812,0.031,0.001
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.748,0.756,0.756,0.008,0.008
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.711,0.704,0.704,0.007,0.007
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0.5,0.507,0.434,0.066,0.007
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0.724,0.724,0.002,0.002
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0.815,0.815,0.006,0.006
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.483,0.483,0.003,0.003
0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0.525,0.527,0.454,0.071,0.002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449,0.444,0.444,0.005,0.005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0.496,0.496,0.006,0.006
0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.46,0.463,0.463,0.003,0.003
1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.557,0.554,0.554,0.003,0.003
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0.535,0.535,0.004,0.004
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.504,0.502,0.502,0.002,0.002
1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0.515,0.517,0.497,0.018,0.002
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.493,0.502,0.502,0.009,0.009
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.496,0.496,0.004,0.004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.496,0.496,0.001,0.001
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.699,0.704,0.704,0.005,0.005
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.793,0.795,0.795,0.002,0.002
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.826,0.824,0.792,0.034,0.002
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0.563,0.559,0.518,0.045,0.004
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.216,0.22,0.22,0.004,0.004
1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.219,0.22,0.22,0.001,0.001
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.156,0.166,0.166,0.01,0.01
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.559,0.564,0.532,0.027,0.005
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.307,0.316,0.243,0.064,0.009
1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.934,0.93,0.91,0.024,0.004
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.709,0.704,0.704,0.005,0.005
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.724,0.724,0.006,0.006
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.472,0.478,0.478,0.006,0.006
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.705,0.704,0.704,0.001,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0.496,0.496,0.01,0.01
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.192,0.194,0.194,0.002,0.002
1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0.311,0.316,0.243,0.068,0.005
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14,0.142,0.142,0.002,0.002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.496,0.496,0.001,0.001
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0.196,0.196,0.004,0.004
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489,0.483,0.483,0.006,0.006
0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.414,0.411,0.411,0.003,0.003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0.496,0.496,0.006,0.006
1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.527,0.537,0.517,0.01,0.01
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.474,0.478,0.478,0.004,0.004
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.558,0.55,0.55,0.008,0.008
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.245,0.248,0.248,0.003,0.003
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451,0.444,0.444,0.007,0.007
0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.446,0.439,0.439,0.007,0.007
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.869,0.876,0.876,0.007,0.007
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.764,0.756,0.756,0.008,0.008
1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0.552,0.561,0.468,0.084,0.009
1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.744,0.743,0.743,0.001,0.001
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.213,0.218,0.218,0.005,0.005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.444,0.444,0.004,0.004
